Date,Time,Views,Caption,Hashtags
2019-05-23,04:40:16,106968,‪Good morning dosto...Learning never exhausts the mind...It's always refreshing to read some of my favorites...‬,
2019-05-17,03:48:44,193972,‪Good Morning Dosto...Aap ke liye seedha factory se ekdum fresh smartphones...Kya kehte ho??‬,
2019-05-14,07:42:56,106231,"Time for a trip to China...Traveling is usually boring, but @emirates with it's First Class service and awesome crew makes it a party experience...🔥🔥🔥",
2019-05-12,06:02:46,172081,‪Maa se badhkar koi nahi...Happy Mother's Day..‬,
2019-05-08,01:42:00,117045,"Good morning dosto... Make a wish, take a chance, make a change... #TeamPixel 🔥",#TeamPixel
2019-05-06,04:00:50,150309,‪Life is too short to be average...Good morning Dosto 😊‬,
2019-04-30,05:49:16,235893,"‪Do what you love, love what you do...Tech makes my day fun, how about yours??‬",
2019-04-26,02:10:10,244402,Good morning dosto... The hardest choices require the strongest wills... #Avengers #WhateverItTakes,"#Avengers, #WhateverItTakes"
2019-04-24,02:22:00,169815,‪Good morning dosto..All the late nights and early mornings will pay off...Using the new Airpods is great experience with improved connectivity and better battery life...‬,
2019-04-21,09:36:32,136222,Love is in the air... #IncredibleIndia,#IncredibleIndia
2019-04-18,09:46:28,131247,"Dosto, the all new Hyundai Venue with Blue Link technology is here, control multiple car functions with the smartphone from any where in the world...Great to see the latest one from @hyundaiindia...",
2019-04-14,03:22:03,128731,Visited the National War Memorial yesterday... More and more proud... Jai Hind🇮🇳,
2019-04-13,04:35:43,140642,Yesterday was full of fun with bhai log at the @YouTubeFanFest Delhi...,
2019-04-10,06:09:47,132618,‪The @YouTubeIndia's @YouTubeMusic Launch Party was lit...Download the app to get one month free...#YouTubeMusic ‬,#YouTubeMusic
2019-04-08,05:50:55,113834,‪Good morning! Arrived in Mumbai...😍...I fly a lot but it's always a smooth experience with the lovely @emirates team...Crazy schedule for the next couple of months...New and exciting videos your way...🔥...‬,
2019-04-07,08:27:12,164271,"‪We've got it! This one goes out to each one of you who believed in ""Technical Guruji"" and coming together we've created a family of more than 12 million...All thanks to you guys and to team @YouTubeIndia for all the love...Main koshish karta rahunga, aap saath khade rehna...🙏👊‬",
2019-04-04,06:05:30,249655,"‪In life I've got many things for myself...From my very own money...Small or big, the excitement lasts for few hours or days...This time it's for someone special...Got this car for mummy yesterday...Amazing combination of power and comfort...Sukoon + Proud 😊 🙏 ‬",
2019-03-30,14:50:12,101089,Meri sabse popular unboxing... Kya kehte ho dosto😍😍😍,
2019-03-30,12:38:24,140045,Chaliye @YouTubeFanFest shuru karte hai!! Saara aapka pyaaar...🙏🔥😍 #YTFF,#YTFF
2019-03-29,03:37:29,189610,Late night discussions 🤣,
2019-03-27,09:03:50,111728,Time now to fly in full speed with @emirates for the @YouTubeFanFest on 30th March in Mumbai #YTFF...Really really excited to see you all 😍😍😍🔥🔥🔥,#YTFF
2019-03-22,06:44:06,135306,Mindset is what separates the best from the rest...A few days ago in San Francisco...🙂,
2019-03-19,01:49:00,225359,‪Toh haliye furu karte hai...🤣🤣🤣‬,
2019-03-17,02:54:01,217517,‪क़तई ज़हर🔥🔥🔥‬,
2019-03-15,06:03:03,142288,"Now when we complete 12 million subscribers on our YouTube channel...I thank you all for being part of this amazing journey and supporting the channel throughout...Let's celebrate and move ahead with full force and complete positive attitude as always...Dream big, do bigger...🙏",
2019-03-08,09:40:53,191459,Thanks @artist11official for the amazing vector...🇮🇳🙏,
2019-03-07,01:20:43,177445,"‪Good morning....Whatever you want to do, do it now. There are only so many tomorrows...‬",
2019-03-05,11:33:35,243967,‪जय हिंद 🇮🇳‬,
2019-03-04,03:02:23,94717,Good morning dosto...Vlog aane waala hai with team @Emirates #FlyBetter,#FlyBetter
2019-03-03,04:01:43,140492,Was great experience yesterday at the #ElClásico...Thanks Team @Emirates for the awesome surprises...Vlog with behind the scenes of #RMAFCB comes tomorrow... #FlyBetter,"#ElClásico, #RMAFCB, #FlyBetter"
2019-03-02,04:43:33,104775,Good Morning...Amazing experience here in Madrid...All set for the El Clásico tonight...Thanks @Emirates for this exclusive experience #HalaMadrid #FlyBetter,"#HalaMadrid, #FlyBetter"
2019-02-28,05:49:46,114121,You think BIG...You get BIG...Good Morning Dosto...,
2019-02-23,01:58:36,113686,Believe you can and you're halfway there...Good morning :),
2019-02-21,05:29:33,170574,Kitne??? #TeamGalaxy,#TeamGalaxy
2019-02-19,05:05:14,100395,Flying to San Francisco to experience the Galaxy that gets #Unpacked,#Unpacked
2019-02-15,17:21:30,180999,Chaliye Koffee peete hai!!! Was great meeting you @karanjohar so much to learn...,
2019-02-12,17:30:06,103890,"If nothing seems to go right, take left...#OWhatsThat @GoogleIndia",#OWhatsThat
2019-02-10,02:07:00,156368,"Either you run the day, or the day runs you... Good morning 😉",
2019-02-04,07:31:45,125981,"It's nice to be important, but it's more important to be nice...Have a good day 🙂",
2019-02-02,08:44:34,123906,"‪Don't let someone dim your light, simply because it's shining in their eyes...Keep moving ahead with your full brightness....‬",
2019-01-27,02:59:48,124161,Good morning! Flying to Delhi...Can't wait to unveil the latest Samsung #GalaxyMSeries tomorrow... Stay tuned...#IMPOWERD,"#GalaxyMSeries, #IMPOWERD"
2019-01-26,12:58:10,183820,"“You can take an Indian out of India, but you can never take India out of an Indian” #RepublicDay2019 Jai Hind 🇮🇳",#RepublicDay2019
2019-01-24,05:43:57,119171,Good morning...Work Hard And Make It Happen...,
2019-01-18,04:45:32,168782,‪Good morning...Thoda late hi sahi magar accha hai #10YearChallenge ‬,#10YearChallenge
2019-01-13,03:16:00,152337,Good morning...Pucho apne sawaal Sunday Tech Masala ke liye..#BoloGuruji,#BoloGuruji
2019-01-12,00:00:22,117833,"""Your VIBE attracts your TRIBE""..Good morning..My 8th flight in last 10 days...Flying to India this time with @emirates ...Much more to come...",
2019-01-09,06:57:42,95888,‪Chaliye jump karte hai 🔥🔥🔥‬,
2019-01-08,05:50:38,114009,It's Vegas 🔥🔥🔥,
2019-01-07,05:28:47,129446,Your dream doesn't have an expiration date...Good morning...Stay charged!!! #TeamPixel,#TeamPixel
2018-12-31,10:00:23,107013,2018 was great!!! Thanks for your incredible love and support 🙏 Let's get ready to rock 2019!!!,
2018-12-28,10:37:14,172266,‪We can be heroes...‬,
